defect_date,plant,line,machine,tab,lot,main_category,defect_category,defect_code,defect_count,total_part
2026-09-23,plant-A,line7,machine7,UP,lot2,category 3,b3,code9,1,1
2026-09-23,plant-B,line6,machine7,DN,lot7,category 2,a2,code4,21,21
2026-09-23,plant-A,line1,machine3,UP,lot3,category 1,b4,code1,14,14
2026-09-23,plant-B,line2,machine4,DN,lot7,category 1,b3,code9,23,23
2026-09-23,plant-B,line1,machine9,UP,lot5,category 2,a1,code8,8,8
2026-09-23,plant-A,line1,machine8,UP,lot9,category 2,b4,code9,24,24
2026-09-23,plant-A,line1,machine5,DN,lot8,category 2,a3,code5,21,21
2026-09-23,plant-A,line8,machine1,DN,lot4,category 1,b1,code2,17,17
2026-09-23,plant-A,line4,machine2,UP,lot4,category 3,a3,code9,13,13
2026-09-23,plant-A,line5,machine7,UP,lot4,category 2,a1,code10,14,14
2026-09-23,plant-B,line5,machine3,DN,lot1,category 2,a3,code1,12,12
2026-09-24,plant-A,line8,machine3,UP,lot1,category 3,a2,code3,8,8
2026-09-24,plant-A,line6,machine7,DN,lot4,category 1,b2,code1,17,17
2026-09-24,plant-B,line8,machine7,DN,lot6,pass,pass,,0,347
2026-09-24,plant-A,line7,machine1,DN,lot9,pass,pass,,0,500
2026-09-24,plant-A,line4,machine4,UP,lot2,category 2,a4,code1,12,12
2026-09-24,plant-A,line8,machine2,DN,lot5,category 2,a2,code9,23,23
2026-09-24,plant-A,line1,machine2,DN,lot4,category 3,b2,code3,23,23
2026-09-24,plant-B,line4,machine3,DN,lot6,category 1,b4,code4,22,22
2026-09-24,plant-B,line6,machine5,UP,lot8,pass,pass,,0,270
2026-09-24,plant-A,line6,machine4,UP,lot5,category 3,b1,code7,5,5
2026-09-24,plant-B,line3,machine5,UP,lot5,pass,pass,,0,492
2026-09-24,plant-A,line6,machine1,DN,lot5,pass,pass,,0,348
2026-09-24,plant-B,line8,machine8,UP,lot3,category 3,b2,code7,14,14
2026-09-24,plant-B,line7,machine2,UP,lot1,category 1,a3,code3,1,1
2026-09-24,plant-B,line2,machine5,DN,lot9,category 2,b1,code3,2,2
2026-09-24,plant-B,line2,machine6,DN,lot3,pass,pass,,0,466
2026-09-24,plant-A,line9,machine2,DN,lot5,category 2,b1,code4,16,16
2026-09-24,plant-A,line6,machine2,UP,lot6,pass,pass,,0,860
2026-09-24,plant-B,line7,machine4,DN,lot7,pass,pass,,0,334
2026-09-24,plant-B,line6,machine6,DN,lot6,category 2,b3,code10,6,6
2026-09-24,plant-B,line6,machine8,UP,lot8,category 1,b4,code6,21,21
2026-09-24,plant-A,line8,machine1,UP,lot2,category 1,a4,code10,10,10
2026-09-24,plant-B,line9,machine7,DN,lot9,category 2,b3,code7,8,8
2026-09-24,plant-B,line2,machine1,UP,lot2,category 3,a3,code2,22,22
2026-09-24,plant-B,line8,machine8,UP,lot5,category 2,b3,code4,17,17
2026-09-24,plant-B,line4,machine1,UP,lot8,category 1,a4,code10,19,19
2026-09-24,plant-B,line3,machine7,UP,lot6,category 1,a4,code8,2,2
2026-09-24,plant-B,line2,machine9,DN,lot5,pass,pass,,0,609
2026-09-24,plant-A,line3,machine3,DN,lot8,category 3,a2,code10,12,12
2026-09-24,plant-B,line2,machine5,DN,lot2,category 3,b1,code7,24,24
2026-09-25,plant-A,line8,machine9,DN,lot5,category 1,b1,code10,20,20
2026-09-25,plant-A,line2,machine8,UP,lot7,category 3,b3,code4,21,21
2026-09-25,plant-B,line5,machine7,UP,lot5,category 1,b1,code1,7,7
2026-09-25,plant-A,line4,machine8,DN,lot5,category 2,a1,code10,5,5
2026-09-25,plant-A,line9,machine5,DN,lot4,category 2,a4,code8,3,3
2026-09-25,plant-B,line2,machine7,DN,lot6,pass,pass,,0,380
2026-09-25,plant-B,line9,machine8,UP,lot3,category 2,a3,code9,15,15
2026-09-25,plant-A,line3,machine6,UP,lot6,category 3,a2,code8,4,4
2026-09-25,plant-B,line2,machine4,UP,lot3,category 1,b1,code5,18,18
2026-09-25,plant-B,line9,machine7,DN,lot9,category 2,a4,code9,13,13
2026-09-25,plant-B,line4,machine5,DN,lot1,category 3,b4,code10,17,17
2026-09-25,plant-A,line8,machine3,DN,lot6,category 3,a2,code1,6,6
2026-09-25,plant-B,line1,machine9,DN,lot7,category 3,a2,code1,24,24
2026-09-25,plant-B,line8,machine3,UP,lot2,pass,pass,,0,927
2026-09-25,plant-B,line9,machine4,DN,lot4,category 3,b2,code1,22,22
2026-09-25,plant-B,line7,machine1,DN,lot7,,b4,code4,12,12
2026-09-25,plant-A,line6,machine5,DN,lot7,category 1,b1,code1,18,18
2026-09-25,plant-A,line2,machine4,DN,lot4,category 3,b1,code7,12,12
2026-09-25,plant-A,line2,machine2,UP,lot7,pass,pass,,0,241
2026-09-25,plant-A,line5,machine6,UP,lot3,category 1,b4,code1,17,17
2026-09-25,plant-A,line5,machine1,UP,lot1,category 1,a2,code9,20,20
2026-09-25,plant-B,line3,machine4,DN,lot1,category 1,b2,code8,1,1
2026-09-25,plant-A,line1,machine4,DN,lot6,category 1,a1,code7,21,21
2026-09-25,plant-B,line8,machine7,DN,lot4,category 2,b2,code9,5,5
2026-09-25,plant-B,line6,machine9,UP,lot3,pass,pass,,0,583
2026-09-25,plant-A,line3,machine5,UP,lot9,category 3,a1,code6,13,13
2026-09-25,plant-B,line2,machine5,DN,lot7,category 3,b2,code3,21,21
2026-09-25,plant-A,line9,machine1,UP,lot2,category 3,a3,code8,7,7
2026-09-25,plant-B,line4,machine9,UP,lot2,category 3,b2,code4,19,19
2026-09-25,plant-A,line2,machine5,DN,lot7,category 1,b3,code4,8,8
2026-09-26,plant-B,line9,machine5,DN,lot4,pass,pass,,0,927
2026-09-26,plant-B,line3,machine8,DN,lot5,pass,pass,,0,345
2026-09-26,plant-A,line2,machine1,DN,lot8,pass,pass,,0,914
2026-09-26,plant-A,line1,machine9,UP,lot8,pass,pass,,0,899
2026-09-26,plant-B,line3,machine4,UP,lot5,category 1,b1,code1,10,10
2026-09-26,plant-A,line7,machine6,DN,lot2,category 3,b3,code1,18,18
2026-09-26,plant-B,line2,machine7,DN,lot2,category 2,a3,code9,9,9
2026-09-26,plant-A,line3,machine3,DN,lot5,category 2,a4,code4,7,7
2026-09-26,plant-A,line2,machine6,UP,lot7,category 1,b2,code7,4,4
2026-09-26,plant-A,line1,machine7,UP,lot5,category 2,a2,code6,12,12
2026-09-26,plant-B,line1,machine4,UP,lot9,category 3,a3,code7,7,7
2026-09-26,plant-B,line2,machine6,UP,lot3,category 2,a2,code6,18,18
2026-09-26,plant-B,line3,machine3,DN,lot6,category 2,a3,code3,12,12
2026-09-26,plant-A,line7,machine8,DN,lot4,category 2,b3,code8,17,17
2026-09-26,plant-A,line5,machine9,UP,lot3,category 1,b4,code6,4,4
2026-09-26,plant-A,line3,machine4,UP,lot5,category 2,a3,code8,12,12
2026-09-26,plant-A,line4,machine6,UP,lot4,category 1,a3,code1,9,9
2026-09-26,plant-A,line4,machine2,DN,lot6,category 3,a3,code7,3,3
2026-09-26,plant-B,line8,machine5,DN,lot7,category 3,b1,code9,21,21
2026-09-26,plant-A,line8,machine1,UP,lot8,category 2,b4,code3,3,3
2026-09-26,plant-B,line7,machine5,DN,lot4,category 2,a3,code8,11,11
2026-09-26,plant-A,line2,machine6,UP,lot4,category 1,a2,code2,16,16
2026-09-26,plant-A,line7,machine1,UP,lot6,category 1,b3,code6,6,6
2026-09-26,plant-B,line4,machine9,UP,lot1,category 1,b4,code5,17,17
2026-09-26,plant-B,line2,machine5,UP,lot2,category 2,b2,code5,5,5
2026-09-26,plant-A,line2,machine7,UP,lot6,category 2,a3,code2,2,2
2026-09-26,plant-A,line5,machine7,DN,lot5,category 3,b1,code4,24,24
2026-09-26,plant-B,line7,machine5,UP,lot6,category 1,b3,code2,21,21
2026-09-26,plant-B,line3,machine9,DN,lot6,category 1,a2,code3,7,7
2026-09-26,plant-A,line8,machine4,UP,lot1,category 2,a2,code1,21,21
2026-09-27,plant-B,line2,machine4,UP,lot2,category 3,a1,code3,3,3
2026-09-27,plant-A,line1,machine9,UP,lot6,category 3,b3,code3,2,2
2026-09-27,plant-B,line5,machine9,DN,lot2,category 2,b1,code10,18,18
2026-09-27,plant-B,line5,machine1,UP,lot6,category 1,a3,code10,5,5
2026-09-27,plant-A,line5,machine6,UP,lot8,category 1,b2,code1,16,16
2026-09-27,plant-B,line8,machine7,UP,lot5,category 2,b2,code6,6,6
2026-09-27,plant-A,line8,machine8,UP,lot5,category 3,b4,code6,21,21
2026-09-27,plant-B,line5,machine8,DN,lot8,category 2,b2,code2,16,16
2026-09-27,plant-B,line6,machine4,DN,lot6,category 1,b2,code7,23,23
2026-09-27,plant-A,line6,machine6,UP,lot5,category 1,a1,code9,24,24
2026-09-27,plant-A,line3,machine1,UP,lot8,category 3,b1,code5,10,10
2026-09-27,plant-B,line9,machine2,UP,lot9,category 1,a3,code1,23,23
2026-09-27,plant-B,line9,machine6,UP,lot3,category 2,b1,code10,6,6
2026-09-27,plant-B,line2,machine7,DN,lot6,category 1,a4,code7,24,24
2026-09-27,plant-A,line1,machine1,UP,lot1,category 1,a4,code9,15,15
2026-09-27,plant-A,line8,machine6,DN,lot1,category 3,a2,code3,24,24
2026-09-27,plant-B,line8,machine1,UP,lot6,category 3,b4,code9,2,2
2026-09-27,plant-A,line3,machine4,UP,lot5,category 3,b1,code10,11,11
2026-09-27,,line9,machine2,UP,lot7,category 3,b3,code3,12,12
2026-09-27,plant-B,line1,machine5,DN,lot2,category 1,b3,code7,4,4
2026-09-27,plant-A,line4,machine1,DN,lot8,category 3,b4,code6,4,4
2026-09-27,plant-A,line3,machine1,UP,lot3,pass,pass,,0,733
2026-09-27,plant-A,line4,machine5,UP,lot4,category 1,a2,code2,16,16
2026-09-27,plant-B,line2,machine5,DN,lot7,category 3,b3,code6,21,21
2026-09-27,plant-B,line3,machine9,UP,lot1,category 1,a2,code4,16,16
2026-09-27,plant-A,line1,machine3,DN,lot7,category 2,b3,code3,20,20
2026-09-27,plant-A,line3,machine5,DN,lot4,category 1,b3,code7,12,12
2026-09-27,plant-A,line1,machine5,UP,lot9,category 1,a1,code4,4,4
2026-09-27,plant-B,line9,machine2,DN,lot9,category 3,b2,code8,10,10
2026-09-27,plant-A,line4,machine2,DN,lot9,pass,pass,,0,371
2026-09-28,plant-A,line3,machine3,DN,lot6,category 1,a2,code2,20,20
2026-09-28,plant-A,line9,machine6,UP,lot4,category 3,b2,code1,20,20
2026-09-28,plant-B,line2,machine5,DN,lot5,category 3,b1,code9,10,10
2026-09-28,plant-B,line3,machine2,DN,lot3,pass,pass,,0,673
2026-09-28,,line9,machine2,DN,lot3,category 2,a4,code9,19,19
2026-09-28,plant-B,line3,machine7,UP,lot9,pass,pass,,0,841
2026-09-28,plant-A,line2,machine2,UP,lot5,pass,pass,,0,257
2026-09-28,plant-B,line8,machine9,DN,lot5,pass,pass,,0,485
2026-09-28,plant-B,line6,machine7,UP,lot3,pass,pass,,0,225
2026-09-28,plant-B,line5,machine6,UP,lot1,category 2,a4,code1,4,4
2026-09-28,plant-A,line2,machine2,UP,lot4,category 2,a4,code6,21,21
2026-09-28,plant-B,line8,machine2,UP,lot9,category 3,a4,code8,19,19
2026-09-28,plant-A,line8,machine3,UP,lot8,category 2,a3,code3,18,18
2026-09-28,plant-A,line9,machine1,UP,lot5,,pass,,0,808
2026-09-28,plant-A,line7,machine8,UP,lot5,category 1,a1,code10,5,5
2026-09-28,plant-A,line1,machine7,UP,lot2,category 2,b1,code10,16,16
2026-09-28,plant-A,line1,machine1,DN,lot2,category 1,b2,code2,6,6
2026-09-28,plant-B,line9,machine8,DN,lot1,pass,pass,,0,645
2026-09-28,plant-B,line6,machine6,DN,lot7,category 3,b2,code6,19,19
2026-09-28,plant-A,line8,machine2,UP,lot5,pass,pass,,0,432
2026-09-28,plant-A,line9,machine4,DN,lot9,pass,pass,,0,425
2026-09-28,plant-B,line3,machine6,UP,lot8,category 3,b2,code7,16,16
2026-09-28,plant-A,line3,machine2,UP,lot9,category 1,a3,code9,4,4
2026-09-28,plant-A,line2,machine9,DN,lot5,category 1,b4,code8,3,3
2026-09-28,plant-A,line7,machine3,DN,lot6,category 3,a4,code10,9,9
2026-09-28,plant-B,line1,machine3,DN,lot8,pass,pass,,0,414
2026-09-28,plant-A,line3,machine8,DN,lot3,category 2,b2,code9,16,16
2026-09-28,plant-A,line6,machine2,UP,lot6,pass,pass,,0,798
2026-09-28,plant-A,line5,machine6,UP,lot4,pass,pass,,0,739
2026-09-28,plant-A,line8,machine4,UP,lot7,category 2,b4,code6,23,23
2026-09-29,plant-A,line5,machine5,UP,lot1,category 2,b4,code1,7,7
2026-09-29,plant-A,line3,machine7,UP,lot2,category 1,a3,code3,2,2
2026-09-29,plant-A,line5,machine4,UP,lot5,category 1,a4,code6,20,20
2026-09-29,plant-B,line9,machine6,UP,lot9,category 3,a1,code1,19,19
2026-09-29,,line9,machine9,UP,lot3,category 2,b1,code2,22,22
2026-09-29,plant-A,line6,machine3,DN,lot5,category 3,b1,code8,8,8
2026-09-29,plant-B,line8,machine2,DN,lot2,category 1,b1,code10,7,7
2026-09-29,plant-B,line8,machine9,DN,lot2,category 3,b4,code2,13,13
2026-09-29,plant-B,line2,machine4,UP,lot5,category 2,b4,code9,10,10
2026-09-29,plant-A,line2,machine7,DN,lot5,category 3,b4,code3,18,18
2026-09-29,plant-A,line1,machine1,UP,lot5,category 1,b3,code9,11,11
2026-09-29,plant-B,line4,machine3,UP,lot7,category 1,a2,code7,14,14
2026-09-29,plant-B,line2,machine9,UP,lot6,pass,pass,,0,216
2026-09-29,plant-B,line3,machine8,UP,lot2,category 1,a4,code10,10,10
2026-09-29,plant-A,line1,machine7,DN,lot3,category 2,b4,code8,12,12
2026-09-29,plant-A,line2,machine4,DN,lot1,category 1,b2,code8,20,20
2026-09-29,plant-A,line5,machine6,UP,lot4,category 2,b3,code1,23,23
2026-09-29,plant-B,line2,machine9,DN,lot6,category 3,b2,code10,24,24
2026-09-29,plant-A,line1,machine8,DN,lot8,pass,pass,,0,308
2026-09-29,plant-A,line9,machine4,DN,lot2,category 1,a2,code9,3,3
2026-09-29,plant-B,line6,machine6,UP,lot5,category 3,a3,code1,16,16
2026-09-29,plant-B,line7,machine3,DN,lot5,category 1,b3,code2,11,11
2026-09-29,plant-B,line4,machine4,DN,lot6,pass,pass,,0,365
2026-09-29,plant-B,line3,machine8,DN,lot8,category 1,a3,code5,18,18
2026-09-29,plant-B,line6,machine3,UP,lot3,pass,pass,,0,594
2026-09-29,plant-B,line3,machine5,UP,lot8,category 3,b3,code9,21,21
2026-09-29,plant-A,line3,machine6,UP,lot4,category 2,b3,code5,4,4
2026-09-29,plant-B,line9,machine9,UP,lot3,pass,pass,,0,300
2026-09-29,plant-B,line1,machine8,UP,lot1,category 1,a3,code2,6,6
2026-09-29,plant-A,line4,machine2,DN,lot7,category 1,a1,code7,14,14
2026-09-30,plant-A,line6,machine3,DN,lot6,pass,pass,,0,482
2026-09-30,plant-A,line8,machine8,DN,lot2,pass,pass,,0,879
2026-09-30,plant-A,line6,machine6,DN,lot1,category 2,a4,code9,11,11
2026-09-30,plant-B,line7,machine7,UP,lot2,pass,pass,,0,669
2026-09-30,plant-B,line2,machine2,DN,lot8,category 2,b2,code5,8,8
2026-09-30,plant-B,line5,machine1,UP,lot2,category 2,b4,code7,15,15
2026-09-30,plant-A,line2,machine7,UP,lot8,pass,pass,,0,291
2026-09-30,plant-A,line5,machine2,DN,lot4,category 2,a2,code9,7,7
2026-09-30,plant-A,line3,machine4,UP,lot8,category 3,b3,code7,23,23
2026-09-30,plant-B,line2,machine3,DN,lot9,category 3,a2,code9,16,16
2026-09-30,plant-A,line4,machine9,UP,lot7,pass,pass,,0,318
2026-09-30,plant-A,line8,machine4,UP,lot3,category 3,a4,code5,15,15
2026-09-30,plant-B,line3,machine6,UP,lot5,category 1,a2,code2,12,12
2026-09-30,plant-A,line8,machine2,UP,lot2,category 1,a1,code10,2,2
2026-09-30,plant-B,line5,machine6,DN,lot1,category 3,b2,code8,13,13
2026-09-30,plant-A,line1,machine4,UP,lot8,category 1,a1,code8,10,10
2026-09-30,plant-B,line7,machine3,DN,lot7,category 3,b1,code6,20,20
2026-09-30,plant-A,line7,machine8,DN,lot6,category 3,b4,code8,7,7
2026-09-30,plant-A,line6,machine8,DN,lot5,category 3,a4,code8,2,2
2026-09-30,plant-B,line1,machine1,UP,lot4,category 2,b4,code9,1,1
2026-09-30,plant-A,line5,machine5,UP,lot6,category 3,a1,code1,20,20
2026-09-30,plant-B,line8,machine9,UP,lot9,category 3,a3,code10,17,17
2026-09-30,plant-A,line6,machine4,UP,lot5,pass,pass,,0,417
2026-09-30,plant-B,line8,machine1,DN,lot6,pass,pass,,0,452
2026-09-30,plant-B,line3,machine4,UP,lot6,category 3,b3,code4,20,20
2026-09-30,plant-B,line8,machine1,DN,lot7,pass,pass,,0,595
2026-09-30,plant-A,line7,machine7,DN,lot8,pass,pass,,0,656
2026-09-30,plant-A,line7,machine7,DN,lot9,category 1,a2,code2,15,15
2026-09-30,plant-A,line1,machine4,DN,lot5,pass,pass,,0,912
2026-09-30,plant-B,line9,machine7,UP,lot5,pass,pass,,0,439
